NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REGULATION OF PEPTIDYL-CYSTEINE S-NITROSYLATION%GOBP%GO:2000169	6		Rejected!	
RNA SPLICING, VIA TRANSESTERIFICATION REACTIONS%GOBP%GO:0000375	296		Rejected!	
REGULATION OF ASPARTATE SECRETION%GOBP%GO:1904448	1		Rejected!	
KARYOGAMY%GOBP%GO:0000741	1		Rejected!	
BIOLOGICAL REGULATION%GOBP%GO:0065007	11044		Rejected!	
POSITIVE REGULATION OF EXTRACELLULAR EXOSOME ASSEMBLY%GOBP%GO:1903553	4		Rejected!	
INTRALUMENAL VESICLE FORMATION%GOBP%GO:0070676	2		Rejected!	
NEGATIVE REGULATION OF GLYCOPROTEIN METABOLIC PROCESS%GOBP%GO:1903019	14		Rejected!	
CELLULAR RESPONSE TO ALCOHOL%GOBP%GO:0097306	48	34		
REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE%GOBP%GO:0003073	64	25		
POSITIVE REGULATION OF NEURON MIGRATION%GOBP%GO:2001224	13		Rejected!	
DETECTION OF ENDOGENOUS STIMULUS%GOBP%GO:0009726	2		Rejected!	
REGULATION OF ZINC ION TRANSPORT%GOBP%GO:0071579	2		Rejected!	
CARBON CATABOLITE REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER%GOBP%GO:0000429	4		Rejected!	
PROTEIN K33-LINKED DEUBIQUITINATION%GOBP%GO:1990168	4		Rejected!	
XYLULOSE METABOLIC PROCESS%GOBP%GO:0005997	4		Rejected!	
CELLULAR RESPONSE TO COCAINE%GOBP%GO:0071314	1		Rejected!	
NEGATIVE REGULATION OF CELL ADHESION MOLECULE PRODUCTION%GOBP%GO:0060354	4		Rejected!	
WNT PROTEIN SECRETION%GOBP%GO:0061355	2		Rejected!	
CELL SURFACE RECEPTOR SIGNALING PATHWAY INVOLVED IN HEART DEVELOPMENT%GOBP%GO:0061311	20		Rejected!	
ENDOPLASMIC RETICULUM TUBULAR NETWORK MAINTENANCE%GOBP%GO:0071788	1		Rejected!	
REGULATION OF NEURONAL SYNAPTIC PLASTICITY%GOBP%GO:0048168	32	17		
DRUG TRANSPORT ACROSS BLOOD-BRAIN BARRIER%GOBP%GO:1990962	6		Rejected!	
CELLULAR RESPONSE TO METHYLGLYOXAL%GOBP%GO:0097238	1		Rejected!	
MESENCHYMAL CELL DIFFERENTIATION INVOLVED IN BONE DEVELOPMENT%GOBP%GO:1901706	1		Rejected!	
INORGANIC ANION TRANSMEMBRANE TRANSPORT%GOBP%GO:0098661	63	32		
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO SYNAPSE%GOBP%GO:1902474	5		Rejected!	
POSITIVE REGULATION OF GLUCOCORTICOID SECRETION%GOBP%GO:2000851	4		Rejected!	
POSITIVE REGULATION OF GAP JUNCTION ASSEMBLY%GOBP%GO:1903598	6		Rejected!	
NEGATIVE REGULATION OF EPIDERMIS DEVELOPMENT%GOBP%GO:0045683	9		Rejected!	
REGULATION OF CALCINEURIN-MEDIATED SIGNALING%GOBP%GO:0106056	28	19		
REGULATION OF B CELL CHEMOTAXIS%GOBP%GO:2000537	2		Rejected!	
DISTAL TUBULE DEVELOPMENT%GOBP%GO:0072017	8		Rejected!	
MONOCARBOXYLIC ACID CATABOLIC PROCESS%GOBP%GO:0072329	108	90		
GLOMERULUS MORPHOGENESIS%GOBP%GO:0072102	6		Rejected!	
RELAXATION OF SMOOTH MUSCLE%GOBP%GO:0044557	3		Rejected!	
NEGATIVE REGULATION OF ENDOCYTOSIS%GOBP%GO:0045806	59	41		
POSITIVE REGULATION OF TYROSINE 3-MONOOXYGENASE ACTIVITY%GOBP%GO:1903178	1		Rejected!	
MATERNAL PLACENTA DEVELOPMENT%GOBP%GO:0001893	10		Rejected!	
VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GOBP%GO:0048010	67	57		
POSITIVE REGULATION OF TOLL-LIKE RECEPTOR 8 SIGNALING PATHWAY%GOBP%GO:0034161	3		Rejected!	
POSITIVE REGULATION OF LARGE CONDUCTANCE CALCIUM-ACTIVATED POTASSIUM CHANNEL ACTIVITY%GOBP%GO:1902608	2		Rejected!	
NEGATIVE REGULATION OF INTERLEUKIN-18 PRODUCTION%GOBP%GO:0032701	2		Rejected!	
REGULATION OF THE FORCE OF HEART CONTRACTION%GOBP%GO:0002026	18		Rejected!	
REGULATION OF NEUROTRANSMITTER RECEPTOR LOCALIZATION TO POSTSYNAPTIC SPECIALIZATION MEMBRANE%GOBP%GO:0098696	5		Rejected!	
NEGATIVE REGULATION OF RESPONSE TO EXTERNAL STIMULUS%GOBP%GO:0032102	452	193		
POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS%GOBP%GO:1902043	6		Rejected!	
METANEPHRIC DISTAL TUBULE DEVELOPMENT%GOBP%GO:0072235	5		Rejected!	
LATERAL INHIBITION%GOBP%GO:0046331	2		Rejected!	
MALE GAMETE GENERATION%GOBP%GO:0048232	277	127		
POSITIVE REGULATION OF PLATELET FORMATION%GOBP%GO:1905221	1		Rejected!	
DEOXYRIBOSE PHOSPHATE CATABOLIC PROCESS%GOBP%GO:0046386	19	16		
PROSTAGLANDIN SECRETION%GOBP%GO:0032310	3		Rejected!	
IMMUNE RESPONSE IN GUT-ASSOCIATED LYMPHOID TISSUE%GOBP%GO:0002387	1		Rejected!	
BRANCHING INVOLVED IN LYMPH VESSEL MORPHOGENESIS%GOBP%GO:0060854	1		Rejected!	
POSITIVE REGULATION OF HYALURONAN BIOSYNTHETIC PROCESS%GOBP%GO:1900127	3		Rejected!	
POSITIVE REGULATION OF HELICASE ACTIVITY%GOBP%GO:0051096	7		Rejected!	
FLAVIN-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0042727	2		Rejected!	
INTESTINAL LIPID ABSORPTION%GOBP%GO:0098856	11		Rejected!	
POSITIVE REGULATION OF SYNAPTIC VESICLE ENDOCYTOSIS%GOBP%GO:1900244	3		Rejected!	
IMMUNOGLOBULIN V(D)J RECOMBINATION%GOBP%GO:0033152	4		Rejected!	
REVERSE TRANSCRIPTION%GOBP%GO:0001171	0		Rejected!	
MITOCHONDRIAL DEPOLARIZATION%GOBP%GO:0051882	2		Rejected!	
POSITIVE REGULATION OF TOLERANCE INDUCTION DEPENDENT UPON IMMUNE RESPONSE%GOBP%GO:0002654	1		Rejected!	
PROTEIN PROCESSING%GOBP%GO:0016485	152	93		
POSITIVE REGULATION OF FC RECEPTOR MEDIATED STIMULATORY SIGNALING PATHWAY%GOBP%GO:0060369	4		Rejected!	
LIMB MORPHOGENESIS%GOBP%GO:0035108	48	26		
NEGATIVE REGULATION OF PROGRAMMED CELL DEATH%GOBP%GO:0043069	643		Rejected!	
CELLULAR RESPONSE TO PROGESTERONE STIMULUS%GOBP%GO:0071393	3		Rejected!	
RNA ACETYLATION%GOBP%GO:1990884	1		Rejected!	
NEGATIVE REGULATION OF KERATINOCYTE APOPTOTIC PROCESS%GOBP%GO:1902173	1		Rejected!	
REGULATION OF CIRCADIAN SLEEP/WAKE CYCLE, REM SLEEP%GOBP%GO:0042320	4		Rejected!	
GLYCINE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1903804	2		Rejected!	
LEUKOCYTE MIGRATION%GOBP%GO:0050900	332	144		
PROLACTIN SECRETION%GOBP%GO:0070459	2		Rejected!	
POSITIVE REGULATION OF LIPOPROTEIN LIPASE ACTIVITY%GOBP%GO:0051006	8		Rejected!	
DOLICHYL MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0043048	1		Rejected!	
FACE DEVELOPMENT%GOBP%GO:0060324	18	15		
NEGATIVE REGULATION OF ACUTE INFLAMMATORY RESPONSE%GOBP%GO:0002674	7		Rejected!	
NEGATIVE REGULATION OF LIPOPROTEIN METABOLIC PROCESS%GOBP%GO:0050748	5		Rejected!	
PROTEIN-DNA COMPLEX SUBUNIT ORGANIZATION%GOBP%GO:0071824	259	180		
NEGATIVE REGULATION OF JUN KINASE ACTIVITY%GOBP%GO:0043508	12		Rejected!	
AROMATIC COMPOUND CATABOLIC PROCESS%GOBP%GO:0019439	436		Rejected!	
CHYLOMICRON REMNANT CLEARANCE%GOBP%GO:0034382	7		Rejected!	
AMINO ACID NEUROTRANSMITTER REUPTAKE%GOBP%GO:0051933	4		Rejected!	
PYRIMIDINE RIBONUCLEOSIDE MONOPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009173	1		Rejected!	
NEGATIVE REGULATION OF POSITIVE CHEMOTAXIS%GOBP%GO:0050928	1		Rejected!	
MAINTENANCE OF LOCATION IN CELL%GOBP%GO:0051651	74	62		
POSITIVE REGULATION OF BIOLOGICAL PROCESS%GOBP%GO:0048518	5380		Rejected!	
SMALL-SUBUNIT PROCESSOME ASSEMBLY%GOBP%GO:0034462	3		Rejected!	
REGULATION OF SHORT-TERM NEURONAL SYNAPTIC PLASTICITY%GOBP%GO:0048172	13		Rejected!	
MRNA DESTABILIZATION%GOBP%GO:0061157	30	25		
DNA LIGATION INVOLVED IN DNA REPAIR%GOBP%GO:0051103	5		Rejected!	
EYE DEVELOPMENT%GOBP%GO:0001654	187	96		
SPERM CAPACITATION%GOBP%GO:0048240	23		Rejected!	
REGULATION OF PROGESTERONE SECRETION%GOBP%GO:2000870	1		Rejected!	
MEIOTIC DNA DOUBLE-STRAND BREAK FORMATION INVOLVED IN RECIPROCAL MEIOTIC RECOMBINATION%GOBP%GO:0010780	1		Rejected!	
ENTRY INTO CELL OF OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0051806	45	35		
PROSTATE GLANDULAR ACINUS MORPHOGENESIS%GOBP%GO:0060526	1		Rejected!	
REGULATION OF IMMUNOGLOBULIN PRODUCTION%GOBP%GO:0002637	47	25		
POSITIVE REGULATION OF NEUROTRANSMITTER TRANSPORT%GOBP%GO:0051590	20		Rejected!	
SPINDLE ASSEMBLY CHECKPOINT%GOBP%GO:0071173	21	18		
ESCRT III COMPLEX ASSEMBLY%GOBP%GO:1904902	0		Rejected!	
POSITIVE REGULATION OF ACTIN FILAMENT-BASED MOVEMENT%GOBP%GO:1903116	4		Rejected!	
INORGANIC ION HOMEOSTASIS%GOBP%GO:0098771	568		Rejected!	
NEGATIVE REGULATION OF PROTEIN BINDING%GOBP%GO:0032091	85	60		
MASTICATION%GOBP%GO:0071626	3		Rejected!	
POSITIVE REGULATION OF JUN KINASE ACTIVITY%GOBP%GO:0043507	53	41		
REGULATION OF CAMP-MEDIATED SIGNALING%GOBP%GO:0043949	31	17		
NEGATIVE REGULATION OF ADIPOSE TISSUE DEVELOPMENT%GOBP%GO:1904178	2		Rejected!	
NEGATIVE REGULATION OF ISOTYPE SWITCHING TO IGA ISOTYPES%GOBP%GO:0048297	1		Rejected!	
NEGATIVE REGULATION OF MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0048025	14		Rejected!	
RESPONSE TO INTERLEUKIN-17%GOBP%GO:0097396	9		Rejected!	
SERINE FAMILY AMINO ACID BIOSYNTHETIC PROCESS%GOBP%GO:0009070	17		Rejected!	
PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0032527	26	23		
CELLULAR WATER HOMEOSTASIS%GOBP%GO:0009992	6		Rejected!	
HEMATOPOIETIC STEM CELL MIGRATION%GOBP%GO:0035701	5		Rejected!	
TNFSF11-MEDIATED SIGNALING PATHWAY%GOBP%GO:0071847	2		Rejected!	
PURINE RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009168	76	43		
REGULATION OF LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002706	125	63		
MIRNA METABOLIC PROCESS%GOBP%GO:0010586	20		Rejected!	
LYSOSOME LOCALIZATION%GOBP%GO:0032418	38	31		
EXON-EXON JUNCTION COMPLEX DISASSEMBLY%GOBP%GO:1903259	1		Rejected!	
POSITIVE REGULATION OF L-DOPA DECARBOXYLASE ACTIVITY%GOBP%GO:1903200	1		Rejected!	
POSITIVE REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032757	61	39		
REGULATION OF DNA-TEMPLATED TRANSCRIPTION, ELONGATION%GOBP%GO:0032784	47	44		
GUANOSINE-CONTAINING COMPOUND CATABOLIC PROCESS%GOBP%GO:1901069	4		Rejected!	
ORGANOPHOSPHATE ESTER TRANSPORT%GOBP%GO:0015748	89	64		
POSITIVE REGULATION OF SEMAPHORIN-PLEXIN SIGNALING PATHWAY%GOBP%GO:2001262	1		Rejected!	
CELLULAR CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0044262	113	82		
DNA DAMAGE INDUCED PROTEIN PHOSPHORYLATION%GOBP%GO:0006975	8		Rejected!	
NERVE GROWTH FACTOR PROCESSING%GOBP%GO:0032455	4		Rejected!	
DETECTION OF VISIBLE LIGHT%GOBP%GO:0009584	24		Rejected!	
SYNAPSE ASSEMBLY%GOBP%GO:0007416	77	34		
RESPONSE TO IMMUNE RESPONSE OF OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0052564	1		Rejected!	
RESPONSE TO IRON(II) ION%GOBP%GO:0010040	2		Rejected!	
REGULATION OF TRANSMEMBRANE TRANSPORT%GOBP%GO:0034762	387	195		
POSITIVE REGULATION OF MACROPINOCYTOSIS%GOBP%GO:1905303	2		Rejected!	
PRODUCTION OF MIRNAS INVOLVED IN GENE SILENCING BY MIRNA%GOBP%GO:0035196	29	23		
NUCLEAR RETENTION OF PRE-MRNA WITH ABERRANT 3'-ENDS AT THE SITE OF TRANSCRIPTION%GOBP%GO:0071049	2		Rejected!	
HEMOGLOBIN BIOSYNTHETIC PROCESS%GOBP%GO:0042541	4		Rejected!	
REGULATION OF HISTONE H2A K63-LINKED UBIQUITINATION%GOBP%GO:1901314	4		Rejected!	
INTESTINE SMOOTH MUSCLE CONTRACTION%GOBP%GO:0014827	3		Rejected!	
REGULATION OF POTASSIUM ION EXPORT%GOBP%GO:1902302	7		Rejected!	
REGULATION OF NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY%GOBP%GO:2000622	3		Rejected!	
CELLULAR RESPONSE TO INTERLEUKIN-9%GOBP%GO:0071355	9		Rejected!	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN%GOBP%GO:0002478	176	151		
REGULATION OF SYNAPTIC GROWTH AT NEUROMUSCULAR JUNCTION%GOBP%GO:0008582	2		Rejected!	
AXONEMAL MICROTUBULE DEPOLYMERIZATION%GOBP%GO:0060404	1		Rejected!	
CELLULAR NITROGEN COMPOUND METABOLIC PROCESS%GOBP%GO:0034641	3039		Rejected!	
GENERATION OF CATALYTIC SPLICEOSOME FOR FIRST TRANSESTERIFICATION STEP%GOBP%GO:0000349	2		Rejected!	
POLYAMINE TRANSPORT%GOBP%GO:0015846	2		Rejected!	
ARACHIDONIC ACID METABOLIC PROCESS%GOBP%GO:0019369	57	35		
POTASSIUM ION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1990573	42	15		
CARDIAC MUSCLE FIBER DEVELOPMENT%GOBP%GO:0048739	6		Rejected!	
CALCITRIOL BIOSYNTHETIC PROCESS FROM CALCIOL%GOBP%GO:0036378	3		Rejected!	
MANCHETTE DISASSEMBLY%GOBP%GO:1905199	1		Rejected!	
POSITIVE REGULATION OF LIPOPOLYSACCHARIDE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0031666	7		Rejected!	
GUANINE DEGLYCATION, METHYLGLYOXAL REMOVAL%GOBP%GO:0106045	1		Rejected!	
PHOSPHOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0008654	236	192		
HOMOCYSTEINE CATABOLIC PROCESS%GOBP%GO:0043418	3		Rejected!	
RESPONSE TO ORGANOPHOSPHORUS%GOBP%GO:0046683	62	38		
RESPONSE TO CAFFEINE%GOBP%GO:0031000	7		Rejected!	
DNA METHYLATION%GOBP%GO:0006306	41	24		
REGULATION OF CORTICOSTEROID HORMONE SECRETION%GOBP%GO:2000846	9		Rejected!	
CELLULAR MODIFIED AMINO ACID METABOLIC PROCESS%GOBP%GO:0006575	166	108		
HYALURONAN BIOSYNTHETIC PROCESS%GOBP%GO:0030213	7		Rejected!	
ENDOPLASMIC RETICULUM ORGANIZATION%GOBP%GO:0007029	84	74		
NEGATIVE REGULATION OF BLOOD CIRCULATION%GOBP%GO:1903523	20		Rejected!	
MEIOTIC CHROMOSOME MOVEMENT TOWARDS SPINDLE POLE%GOBP%GO:0016344	1		Rejected!	
CELLULAR AMIDE CATABOLIC PROCESS%GOBP%GO:0043605	4		Rejected!	
FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY INVOLVED IN NEURAL PLATE ANTERIOR/POSTERIOR PATTERN FORMATION%GOBP%GO:0060825	1		Rejected!	
PHOTOTRANSDUCTION, VISIBLE LIGHT%GOBP%GO:0007603	15		Rejected!	
REGULATION OF SODIUM-DEPENDENT PHOSPHATE TRANSPORT%GOBP%GO:2000118	3		Rejected!	
POSITIVE REGULATION OF NECROPTOTIC PROCESS%GOBP%GO:0060545	3		Rejected!	
TELOMERE MAINTENANCE%GOBP%GO:0000723	93	77		
POSITIVE REGULATION OF IMMUNOGLOBULIN PRODUCTION%GOBP%GO:0002639	39	21		
REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION%GOBP%GO:2001185	19		Rejected!	
METHYL-BRANCHED FATTY ACID METABOLIC PROCESS%GOBP%GO:0097089	3		Rejected!	
REGULATION OF IMMUNE RESPONSE TO TUMOR CELL%GOBP%GO:0002837	18		Rejected!	
POSITIVE REGULATION OF VITAMIN METABOLIC PROCESS%GOBP%GO:0046136	3		Rejected!	
ALDONIC ACID CATABOLIC PROCESS%GOBP%GO:0046176	2		Rejected!	
REGULATION OF CILIUM BEAT FREQUENCY%GOBP%GO:0003356	14		Rejected!	
CONTRACTILE RING CONTRACTION%GOBP%GO:0036213	1		Rejected!	
MESENDODERM DEVELOPMENT%GOBP%GO:0048382	3		Rejected!	
HEART LOOPING%GOBP%GO:0001947	43	24		
REGULATION OF MALE GERM CELL PROLIFERATION%GOBP%GO:2000254	2		Rejected!	
PHOSPHATIDYLCHOLINE CATABOLIC PROCESS%GOBP%GO:0034638	10		Rejected!	
POSITIVE REGULATION OF TRAIL-ACTIVATED APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1903984	3		Rejected!	
LATERAL MOTOR COLUMN NEURON MIGRATION%GOBP%GO:0097477	2		Rejected!	
MANNITOL TRANSPORT%GOBP%GO:0015797	1		Rejected!	
HISTONE H4-K16 DEACETYLATION%GOBP%GO:1990678	1		Rejected!	
REGULATION OF HEPATOCYTE APOPTOTIC PROCESS%GOBP%GO:1903943	1		Rejected!	
RESPONSE TO LEAD ION%GOBP%GO:0010288	7		Rejected!	
MULTI-ORGANISM INTERCELLULAR TRANSPORT%GOBP%GO:1902586	1		Rejected!	
PYRIMIDINE DEOXYRIBONUCLEOSIDE BIOSYNTHETIC PROCESS%GOBP%GO:0046126	2		Rejected!	
MITOTIC G2/M TRANSITION CHECKPOINT%GOBP%GO:0044818	31	21		
TOXIN METABOLIC PROCESS%GOBP%GO:0009404	27		Rejected!	
POSITIVE REGULATION OF MACROPHAGE FUSION%GOBP%GO:0034241	4		Rejected!	
SMALL MOLECULE METABOLIC PROCESS%GOBP%GO:0044281	1588		Rejected!	
NEGATIVE REGULATION OF STEROID METABOLIC PROCESS%GOBP%GO:0045939	21		Rejected!	
CALCIUM-MEDIATED SIGNALING%GOBP%GO:0019722	121	63		
GENITALIA DEVELOPMENT%GOBP%GO:0048806	19		Rejected!	
ENDODERMAL CELL DIFFERENTIATION%GOBP%GO:0035987	37	22		
OSTEOBLAST DEVELOPMENT%GOBP%GO:0002076	9		Rejected!	
POSITIVE REGULATION OF T-HELPER 1 CELL DIFFERENTIATION%GOBP%GO:0045627	4		Rejected!	
POSITIVE REGULATION OF COENZYME METABOLIC PROCESS%GOBP%GO:0051197	22		Rejected!	
REGULATION OF JNK CASCADE%GOBP%GO:0046328	151	112		
REGULATION OF ANIMAL ORGAN FORMATION%GOBP%GO:0003156	14		Rejected!	
MULTI-ORGANISM CELLULAR PROCESS%GOBP%GO:0044764	28	19		
NEGATIVE REGULATION OF TRANSCRIPTION INVOLVED IN G1/S TRANSITION OF MITOTIC CELL CYCLE%GOBP%GO:0071930	3		Rejected!	
NEGATIVE REGULATION OF PROTEIN EXPORT FROM NUCLEUS%GOBP%GO:0046826	4		Rejected!	
ACTION POTENTIAL PROPAGATION%GOBP%GO:0098870	2		Rejected!	
TRICUSPID VALVE MORPHOGENESIS%GOBP%GO:0003186	5		Rejected!	
REGULATION OF PROTEIN MODIFICATION PROCESS%GOBP%GO:0031399	1511		Rejected!	
PROTEIN PRENYLATION%GOBP%GO:0018342	10		Rejected!	
NEGATIVE REGULATION OF T-HELPER CELL DIFFERENTIATION%GOBP%GO:0045623	12		Rejected!	
REGULATION OF ASTROCYTE DIFFERENTIATION%GOBP%GO:0048710	15		Rejected!	
IN UTERO EMBRYONIC DEVELOPMENT%GOBP%GO:0001701	55	34		
NEGATIVE REGULATION OF BIOLOGICAL PROCESS%GOBP%GO:0048519	4606		Rejected!	
NEGATIVE REGULATION OF RELAXATION OF MUSCLE%GOBP%GO:1901078	6		Rejected!	
SYMPATHETIC NEURON PROJECTION EXTENSION%GOBP%GO:0097490	4		Rejected!	
EUKARYOTIC TRANSLATION INITIATION FACTOR 4F COMPLEX ASSEMBLY%GOBP%GO:0097010	2		Rejected!	
REGULATION OF STRIATED MUSCLE CELL APOPTOTIC PROCESS%GOBP%GO:0010662	13		Rejected!	
HISTONE H4-K20 TRIMETHYLATION%GOBP%GO:0034773	3		Rejected!	
G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY INVOLVED IN HEART PROCESS%GOBP%GO:0086103	6		Rejected!	
POSITIVE REGULATION OF CHAPERONE-MEDIATED PROTEIN FOLDING%GOBP%GO:1903646	2		Rejected!	
CELLULAR COMPONENT ORGANIZATION OR BIOGENESIS%GOBP%GO:0071840	5223		Rejected!	
HISTONE DEUBIQUITINATION%GOBP%GO:0016578	22	21		
CYSTEINE TRANSMEMBRANE TRANSPORT%GOBP%GO:1903712	1		Rejected!	
LIPOPOLYSACCHARIDE TRANSPORT%GOBP%GO:0015920	2		Rejected!	
POSITIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION OF STAT PROTEIN%GOBP%GO:0033141	18		Rejected!	
NEGATIVE REGULATION OF ACTIVATION-INDUCED CELL DEATH OF T CELLS%GOBP%GO:0070236	1		Rejected!	
DEHYDROASCORBIC ACID TRANSPORT%GOBP%GO:0070837	6		Rejected!	
POSITIVE REGULATION OF GLUCOCORTICOID RECEPTOR SIGNALING PATHWAY%GOBP%GO:2000324	1		Rejected!	
ESTABLISHMENT OR MAINTENANCE OF CELL POLARITY REGULATING CELL SHAPE%GOBP%GO:0071963	2		Rejected!	
LYMPH VESSEL DEVELOPMENT%GOBP%GO:0001945	18		Rejected!	
POSITIVE REGULATION OF CHEMOKINE (C-X-C MOTIF) LIGAND 2 PRODUCTION%GOBP%GO:2000343	7		Rejected!	
NEGATIVE REGULATION OF INTRACELLULAR TRANSPORT%GOBP%GO:0032387	51	43		
REGULATION OF TETRAPYRROLE METABOLIC PROCESS%GOBP%GO:1901401	3		Rejected!	
REGULATION OF LEUKOCYTE TETHERING OR ROLLING%GOBP%GO:1903236	10		Rejected!	
REGULATION OF ARGININE METABOLIC PROCESS%GOBP%GO:0000821	3		Rejected!	
POLYADENYLATION-DEPENDENT RNA CATABOLIC PROCESS%GOBP%GO:0043633	8		Rejected!	
REGULATION OF ACTIN FILAMENT-BASED MOVEMENT%GOBP%GO:1903115	36	24		
PROTEIN TRIMERIZATION%GOBP%GO:0070206	15		Rejected!	
POSITIVE REGULATION OF MITOCHONDRIAL TRANSLATION%GOBP%GO:0070131	14		Rejected!	
POSITIVE REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0045723	18		Rejected!	
REGULATION OF TOLL-LIKE RECEPTOR 8 SIGNALING PATHWAY%GOBP%GO:0034159	3		Rejected!	
REGULATION OF ELECTRON TRANSFER ACTIVITY%GOBP%GO:1904732	5		Rejected!	
CUTICLE DEVELOPMENT%GOBP%GO:0042335	2		Rejected!	
POSITIVE REGULATION OF L-GLUTAMATE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0002038	2		Rejected!	
NITRATE METABOLIC PROCESS%GOBP%GO:0042126	3		Rejected!	
NUCLEAR PORE ORGANIZATION%GOBP%GO:0006999	14		Rejected!	
REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0006359	21	20		
NEGATIVE REGULATION OF IRON ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0034760	2		Rejected!	
NEGATIVE REGULATION OF PHOTORECEPTOR CELL DIFFERENTIATION%GOBP%GO:0046533	3		Rejected!	
TETRAHYDROFOLATE INTERCONVERSION%GOBP%GO:0035999	9		Rejected!	
REGULATION OF ENDOPEPTIDASE ACTIVITY%GOBP%GO:0052548	284		Rejected!	
METHIONINE METABOLIC PROCESS%GOBP%GO:0006555	17	15		
POSTERIOR MIDGUT DEVELOPMENT%GOBP%GO:0007497	1		Rejected!	
POSITIVE REGULATION OF CALCIUM ION-DEPENDENT EXOCYTOSIS%GOBP%GO:0045956	15		Rejected!	
HEXOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:0008645	30	16		
NEGATIVE REGULATION OF PHAGOCYTOSIS%GOBP%GO:0050765	17		Rejected!	
NEGATIVE REGULATION OF CAMP-MEDIATED SIGNALING%GOBP%GO:0043951	14		Rejected!	
REGULATION OF PROTEINASE ACTIVATED RECEPTOR ACTIVITY%GOBP%GO:1900276	1		Rejected!	
L-GLUTAMATE IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098712	4		Rejected!	
POSITIVE REGULATION OF MULTICELLULAR ORGANISMAL PROCESS%GOBP%GO:0051240	1346		Rejected!	
RESPONSE TO RAFFINOSE%GOBP%GO:1901545	1		Rejected!	
PROTEIN DENUCLEOTIDYLATION%GOBP%GO:0044601	1		Rejected!	
POSITIVE REGULATION OF TRANSLATION, NCRNA-MEDIATED%GOBP%GO:0045975	1		Rejected!	
GLYCEROPHOSPHOLIPID METABOLIC PROCESS%GOBP%GO:0006650	310		Rejected!	
PROTEIN POLYMERIZATION%GOBP%GO:0051258	86	67		
POSTSYNAPTIC DENSITY PROTEIN 95 CLUSTERING%GOBP%GO:0097119	4		Rejected!	
REGULATION OF ACTIN FILAMENT BINDING%GOBP%GO:1904529	2		Rejected!	
POSITIVE REGULATION OF DETERMINATION OF DORSAL IDENTITY%GOBP%GO:2000017	1		Rejected!	
BMP SIGNALING PATHWAY%GOBP%GO:0030509	65	36		
REGULATION OF SODIUM ION EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1903276	4		Rejected!	
SMOOTH MUSCLE CELL-MATRIX ADHESION%GOBP%GO:0061302	2		Rejected!	
CELLULAR RESPONSE TO TETRAHYDROFOLATE%GOBP%GO:1904482	1		Rejected!	
ESTABLISHMENT OF SERTOLI CELL BARRIER%GOBP%GO:0097368	1		Rejected!	
POSITIVE REGULATION OF SECRETION%GOBP%GO:0051047	205	118		
LABYRINTHINE LAYER MORPHOGENESIS%GOBP%GO:0060713	4		Rejected!	
VIRAL RNA GENOME REPLICATION%GOBP%GO:0039694	12		Rejected!	
